__id,reportguid,officerguid,event_date_time,cr_or_event,event_class,event_class_description,district_of_occurrence,bureau,reason_counteract,reason_claim_injury,reason_protective_instrument,reason_firearm_discharge,reason_canine,reason_firearm_accidental,reason_officer_assaulted,reason_pointing,reason_physical_efforts,reason_animal_involved,reason_animalinvolvedhumane,reason_animalinvolvedvicious,animal_type,animaltypeother,animal_force_used,animal_force_used_other,activity_arrest,activity_defend,activity_demo,activity_eep,activity_warrant,activity_transport,activity_stop,activity_investigative,activity_swat_operation,activity_sert_operation,subj_race,subj_gender,subj_age,subj_age_unknown,subj_height,subj_weight,subj_alcohol,subj_drugs,subj_drug_type,subj_drug_type_other,subj_possible_mental_illness,subject_injury_bruise_soreness,subject_injury_broken_bones,subject_injury_laceration,subject_injury_bite,subject_injury_gunshot,subject_injury_taser_mark,suspect_injury_unrelated_to_police,subject_injury_none,subject_treated_decon,subject_treated_firstaid,subject_treated_police_firstaid,subject_treated_ems_firstaid,subject_treated_hospital,subject_treated_refused,subject_treated_none,subj_feet,subj_hands_fists,subj_strike,subj_handgun_pointed,subj_handgun_discharged,subj_knife,subj_oc_aerosol_pointed,subj_oc_aerosol_discharged,subj_shotgun_rifle_pointed,subj_shotgun_rifle_discharged,subj_vehicle,subj_pepperball_pointed,subj_pepperball_discharged,ofc_race,ofc_gender,ofc_age,ofc_district_unit_of_assignment,ofc_assaulted,ofc_ambushed,ofc_injury_bruise_soreness,ofc_injury_broken_bones,ofc_injury_laceration_abrasion,ofc_injury_bite,ofc_injury_gunshot,ofc_injury_taser_mark,ofc_injury_none,ofc_treated_decon,ofc_treated_firstaid,ofc_treated_police_firstaid,ofc_treated_ems_firstaid,ofc_treated_hospital,ofc_treated_refused,ofc_treated_none,ofc_asp,ofc_canine,ofc_cew_pointed,ofc_cew_discharged,ofc_flashlight,ofc_feet,ofc_hands_fists,ofc_strike,ofc_control_technique,ofc_non_compliant_escort,ofc_handgun_pointed,ofc_handgun_discharged,ofc_knife,ofc_oc_aerosol_pointed,ofc_oc_aerosol_discharged,ofc_shotgun_rifle_pointed,ofc_shotgun_rifle_discharged,ofc_vehicle,ofc_pepperball_pointed,ofc_pepperball_discharged,ofc_cew_cartridge,ofc_cew_stun,ofc_cew_point_of_impact,ofc_cew_point_of_impact_2,ofc_cew_of_cartridges,_row_index,_loaded_at
row-iect~r369_h2jg,B72977EC-54EF-4C96-B8D0-302893228669,894E9907-B95C-4E19-84C3-BF8C0338561A,2026/03/29 23:30:00.000000000,260013560,0514,BURG FORCE-COMM/NIGHT,3D,ISB,f,t,f,f,f,f,f,t,f,f,f,f,None,None,None,None,t,f,f,f,f,f,f,f,f,f,Black,Male,45,False,511,170,f,f,None,None,f,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,None,None,None,None,None,None,None,None,None,None,None,None,None,Black,Male,36,SID,f,f,None,None,None,None,None,None,t,None,None,None,None,None,None,t,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,f,f,None,None,,24415,2026-04-19T07:00:26.731868
row-8kea-9sap~pk4m,023663BA-1BE4-4321-8FB8-C9147ADF7BC9,96A139E5-4AFA-474C-91F0-BFCAA8D28A80,2026/02/12 14:00:00.000000000,260007086,2938,POL INFORMATION,Out of County,ISB,f,f,f,f,f,f,f,f,t,f,f,f,None,None,None,None,f,f,f,f,t,f,f,f,f,f,Black,Female,28,False,501,140,f,f,None,None,f,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,White,Female,35,SID,f,f,None,None,None,None,None,None,t,None,None,None,None,None,None,t,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,f,f,None,None,,24416,2026-04-19T07:00:26.731868
row-t5tf-aeky.3izb,6878C1A4-165E-4136-A8BB-65EFA4D41BEE,F71E5603-9B51-416D-9897-BCA00A7D8645,2026/02/10 11:30:00.000000000,260006235,2938,POL INFORMATION,Out of County,ISB,f,t,f,f,f,f,f,f,t,f,f,f,None,None,None,None,t,f,f,f,f,f,f,f,f,f,Hispanic,Male,45,False,506,150,f,f,None,None,f,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,None,None,None,None,None,None,None,None,None,None,None,None,None,Hispanic,Male,45,SID,f,f,None,None,None,None,None,None,t,None,None,None,None,None,None,t,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,f,f,None,None,,24417,2026-04-19T07:00:26.731868
row-7ffh_qfwf-2hik,93C1CCF6-D899-4603-BACA-EA70A0D40EBA,FD5F2435-6FC5-4E6D-B6F0-ACFF6E383815,2026/03/06 02:06:00.000000000,260009922,2938,POL INFORMATION,6D,ISB,f,f,f,f,f,f,f,f,t,f,f,f,None,None,None,None,t,f,f,f,f,f,f,f,f,f,Hispanic,Male,42,False,600,210,t,t,Unknown,None,f,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,Black,Male,36,SID,f,f,None,None,None,None,None,None,t,None,None,None,None,None,None,t,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,f,f,None,None,,24418,2026-04-19T07:00:26.731868
row-39zk~ufya.iirq,7E4EB2AB-AB35-452F-BEE7-7674F4B4F8B9,2FE85348-5BF5-4583-9F74-95F7528A762B,2026/03/30 19:20:00.000000000,260013698,0822,SIMPLE ASSAULT - PO,3D,PSB,f,t,f,f,f,f,t,f,t,f,f,f,None,None,None,None,t,f,f,f,f,f,f,f,f,f,Hispanic,Female,24,False,502,105,f,t,Unknown,None,f,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,White,Male,42,3D,f,f,None,None,None,None,None,None,t,None,None,None,None,None,None,t,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,f,f,None,None,,24419,2026-04-19T07:00:26.731868
row-a6uz.3d8n_k7cv,A46E1E60-F77E-4F81-B0D1-B4C384FB1E9A,EC59E045-0B56-4793-BC80-7A0E67AC2109,2026/04/07 10:30:00.000000000,260014826,1511,WEAPON CONCEALED HANDGUN,Out of County,ISB,f,f,f,f,f,f,f,f,t,f,f,f,None,None,None,None,t,f,f,f,f,f,f,f,f,f,Hispanic,Male,16,False,507,140,f,f,None,None,f,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,Hispanic,Male,43,SID,f,f,None,None,None,None,None,None,t,None,None,None,None,None,None,t,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,f,f,None,None,,24420,2026-04-19T07:00:26.731868
row-rsem_b99d-eac6,7E4EB2AB-AB35-452F-BEE7-7674F4B4F8B9,27343D4C-7D0A-4347-88C2-C6DD84ECC2F1,2026/03/30 19:20:00.000000000,260013698,0822,SIMPLE ASSAULT - PO,3D,PSB,f,t,f,f,f,f,t,f,t,f,f,f,None,None,None,None,t,f,f,f,f,f,f,f,f,f,Hispanic,Female,24,False,502,105,f,t,Unknown,None,f,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,White,Male,37,3D,t,f,None,None,None,None,None,None,t,None,None,None,None,None,None,t,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,f,f,None,None,,24421,2026-04-19T07:00:26.731868
row-cr73_a2wm_64yx,3B78B00A-C149-40A3-A915-60AFCC02B667,29389144-3A30-44F0-BE46-8C8E8BA8D0FF,2026/04/05 01:54:00.000000000,260014493,0812,ASSAULT & BATTERY - POLICE OFFICER,6D,PSB,f,f,f,f,f,f,t,f,t,f,f,f,None,None,None,None,t,f,f,f,f,f,f,f,f,f,Hispanic,Male,36,False,509,240,t,f,None,None,f,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,White,Male,28,5D,f,f,None,None,None,None,None,None,t,None,None,None,None,None,None,t,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,f,f,None,None,,24422,2026-04-19T07:00:26.731868
row-cebe_fvzg_6dpx,A46E1E60-F77E-4F81-B0D1-B4C384FB1E9A,F7924DB2-82FF-4198-8E28-6773FE34EAE6,2026/04/07 10:30:00.000000000,260014826,1511,WEAPON CONCEALED HANDGUN,Out of County,PSB,f,f,f,f,f,f,f,f,t,f,f,f,None,None,None,None,t,f,f,f,f,f,f,f,f,f,Hispanic,Male,16,False,507,140,f,f,None,None,f,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,White,Male,34,4D,f,f,None,None,None,None,None,None,t,None,None,None,None,None,None,t,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,f,f,None,None,,24423,2026-04-19T07:00:26.731868
row-yc2x.fvpk~m6z6,3B78B00A-C149-40A3-A915-60AFCC02B667,C317DEE9-AA04-406B-89AC-BE9C6F47110C,2026/04/05 01:54:00.000000000,260014493,0812,ASSAULT & BATTERY - POLICE OFFICER,6D,PSB,f,f,f,f,f,f,t,f,t,f,f,f,None,None,None,None,t,f,f,f,f,f,f,f,f,f,Hispanic,Male,36,False,509,240,t,f,None,None,f,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,Black,Female,37,4D,t,f,False,False,True,False,False,False,f,False,False,False,False,False,False,t,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,f,f,None,None,,24424,2026-04-19T07:00:26.731868
