__id,reportguid,officerguid,event_date_time,cr_or_event,event_class,event_class_description,district_of_occurrence,bureau,reason_counteract,reason_claim_injury,reason_protective_instrument,reason_firearm_discharge,reason_canine,reason_firearm_accidental,reason_officer_assaulted,reason_pointing,reason_physical_efforts,reason_animal_involved,reason_animalinvolvedhumane,reason_animalinvolvedvicious,animal_type,animaltypeother,animal_force_used,animal_force_used_other,activity_arrest,activity_defend,activity_demo,activity_eep,activity_warrant,activity_transport,activity_stop,activity_investigative,activity_swat_operation,activity_sert_operation,subj_race,subj_gender,subj_age,subj_age_unknown,subj_height,subj_weight,subj_alcohol,subj_drugs,subj_drug_type,subj_drug_type_other,subj_possible_mental_illness,subject_injury_bruise_soreness,subject_injury_broken_bones,subject_injury_laceration,subject_injury_bite,subject_injury_gunshot,subject_injury_taser_mark,suspect_injury_unrelated_to_police,subject_injury_none,subject_treated_decon,subject_treated_firstaid,subject_treated_police_firstaid,subject_treated_ems_firstaid,subject_treated_hospital,subject_treated_refused,subject_treated_none,subj_feet,subj_hands_fists,subj_strike,subj_handgun_pointed,subj_handgun_discharged,subj_knife,subj_oc_aerosol_pointed,subj_oc_aerosol_discharged,subj_shotgun_rifle_pointed,subj_shotgun_rifle_discharged,subj_vehicle,subj_pepperball_pointed,subj_pepperball_discharged,ofc_race,ofc_gender,ofc_age,ofc_district_unit_of_assignment,ofc_assaulted,ofc_ambushed,ofc_injury_bruise_soreness,ofc_injury_broken_bones,ofc_injury_laceration_abrasion,ofc_injury_bite,ofc_injury_gunshot,ofc_injury_taser_mark,ofc_injury_none,ofc_treated_decon,ofc_treated_firstaid,ofc_treated_police_firstaid,ofc_treated_ems_firstaid,ofc_treated_hospital,ofc_treated_refused,ofc_treated_none,ofc_asp,ofc_canine,ofc_cew_pointed,ofc_cew_discharged,ofc_flashlight,ofc_feet,ofc_hands_fists,ofc_strike,ofc_control_technique,ofc_non_compliant_escort,ofc_handgun_pointed,ofc_handgun_discharged,ofc_knife,ofc_oc_aerosol_pointed,ofc_oc_aerosol_discharged,ofc_shotgun_rifle_pointed,ofc_shotgun_rifle_discharged,ofc_vehicle,ofc_pepperball_pointed,ofc_pepperball_discharged,ofc_cew_cartridge,ofc_cew_stun,ofc_cew_point_of_impact,ofc_cew_point_of_impact_2,ofc_cew_of_cartridges,_row_index,_loaded_at
row-w9yh_2i6q-n6zt,CBB6C75E-57A8-4FE9-BE94-45B5A8E1483E,1B5787F6-FEEB-4802-BBF6-0D6F11A153CB,2026/05/03 17:26:00.000000000,260019085,1712,SEX  OFFENSE- INDECENT EXPOSURE,2D,PSB,f,f,f,f,f,f,t,f,t,f,f,f,None,None,None,None,t,f,f,f,f,f,f,f,f,f,Black,Male,29,False,508,180,f,f,None,None,f,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,Hispanic,Male,35,2D,f,f,None,None,None,None,None,None,t,None,None,None,None,None,None,t,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,f,f,None,None,,24712,2026-05-16T07:00:28.526666
row-4fnc.6v44.utms,A1261D7E-F277-4D0D-86F7-97DC9212BDF6,D3902917-5885-4795-AFBF-163FE1CD2C75,2026/05/01 16:00:00.000000000,260018811,2942,MENTAL TRANSPORT,2D,PSB,f,f,f,f,f,f,f,f,t,f,f,f,None,None,None,None,f,f,f,t,f,f,f,f,f,f,Black,Female,23,False,503,110,f,f,None,None,t,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,None,None,None,None,None,None,None,None,None,None,None,None,None,White,Male,33,2D,f,f,None,None,None,None,None,None,t,None,None,None,None,None,None,t,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,f,f,None,None,,24713,2026-05-16T07:00:28.526666
row-8sam_b4m7-zm4p,CBB6C75E-57A8-4FE9-BE94-45B5A8E1483E,E17B462B-845D-40CB-B13E-40529A1114F5,2026/05/03 17:26:00.000000000,260019085,1712,SEX  OFFENSE- INDECENT EXPOSURE,2D,PSB,f,f,f,f,f,f,t,f,t,f,f,f,None,None,None,None,t,f,f,f,f,f,f,f,f,f,Black,Male,29,False,508,180,f,f,None,None,f,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,White,Male,40,2D,f,f,None,None,None,None,None,None,t,None,None,None,None,None,None,t,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,f,f,None,None,,24714,2026-05-16T07:00:28.526666
row-r648-gdye~82gp,A26D8AE8-5252-4D1E-84CD-828DF3D85296,6DF4F342-0455-4A38-9B88-817449E2C90C,2026/04/23 03:36:00.000000000,260017341,2734,ROGUE AND VAGABOND,2D,PSB,f,f,f,f,f,f,f,f,t,f,f,f,None,None,None,None,t,f,f,f,f,f,f,f,f,f,White,Male,40,False,600,194,t,f,None,None,f,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,None,None,None,None,None,None,None,None,None,None,None,None,None,Black,Male,25,2D,f,f,None,None,None,None,None,None,t,None,None,None,None,None,None,t,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,f,f,None,None,,24715,2026-05-16T07:00:28.526666
row-guqe_9i24~7t8v,A26D8AE8-5252-4D1E-84CD-828DF3D85296,2F7BCD21-AB04-4E4E-9660-54C639716003,2026/04/23 03:36:00.000000000,260017341,2734,ROGUE AND VAGABOND,2D,PSB,f,f,f,f,f,f,f,f,t,f,f,f,None,None,None,None,t,f,f,f,f,f,f,f,f,f,White,Male,40,False,600,194,t,f,None,None,f,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,None,None,None,None,None,None,None,None,None,None,None,None,None,White,Male,25,2D,f,f,None,None,None,None,None,None,t,None,None,None,None,None,None,t,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,f,f,None,None,,24716,2026-05-16T07:00:28.526666
row-kg8j.v9ge.hd3v,55DD5CDE-70C9-487F-97D9-E67E928EE34F,E560D60B-12BF-4A0B-9E6B-86D59FFA23E2,2026/05/01 12:41:00.000000000,260018775,2942,MENTAL TRANSPORT,2D,PSB,f,f,f,f,f,f,f,f,t,f,f,f,None,None,None,None,f,f,f,t,f,f,f,f,f,f,White,Male,36,False,510,200,f,f,None,None,t,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,White,Male,39,2D,f,f,None,None,None,None,None,None,t,None,None,None,None,None,None,t,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,f,f,None,None,,24717,2026-05-16T07:00:28.526666
row-hkk2~5yjv_6ewg,A1261D7E-F277-4D0D-86F7-97DC9212BDF6,968D07AF-DA85-4E53-870E-D7941287D352,2026/05/01 16:00:00.000000000,260018811,2942,MENTAL TRANSPORT,2D,PSB,f,f,f,f,f,f,f,f,t,f,f,f,None,None,None,None,f,f,f,t,f,f,f,f,f,f,Black,Female,23,False,503,110,f,f,None,None,t,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,None,None,None,None,None,None,None,None,None,None,None,None,None,White,Male,26,2D,f,f,None,None,None,None,None,None,t,None,None,None,None,None,None,t,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,f,f,None,None,,24718,2026-05-16T07:00:28.526666
row-xqdp~y6b3~snia,ED61C0BF-3EBB-4076-88F0-63D7B9712F01,0CD0BC6B-24E9-46F4-8425-68EDA65ACDE2,2026/04/28 04:45:00.000000000,260018121,0514,BURG FORCE-COMM/NIGHT,Out of County,PSB,f,f,f,f,f,f,f,f,t,f,f,f,None,None,None,None,t,f,f,f,f,f,f,f,f,f,Black,Male,21,False,510,160,f,f,None,None,f,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,White,Male,38,2D,f,f,None,None,None,None,None,None,t,None,None,None,None,None,None,t,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,f,f,None,None,,24719,2026-05-16T07:00:28.526666
row-aph5.wen2.4s7e,96F7924D-AC31-4FA3-A96C-38F9D306F1FB,BD147F74-4413-4232-A0C1-CE1B780793DB,2026/04/20 23:05:00.000000000,260016981,0639,LARCENY OTHER UNDER $50,2D,PSB,f,t,f,f,f,f,t,f,t,f,f,f,None,None,None,None,t,f,f,f,f,f,f,f,f,f,White,Female,34,False,505,116,t,t,Unknown,None,f,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,None,None,None,None,None,None,None,None,None,None,None,None,None,White,Male,33,2D,f,f,None,None,None,None,None,None,t,None,None,None,None,None,None,t,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,f,f,None,None,,24720,2026-05-16T07:00:28.526666
row-xpby_6jut_7nx4,96F7924D-AC31-4FA3-A96C-38F9D306F1FB,C644419B-8164-48ED-A3C9-3316497FA1C4,2026/04/20 23:05:00.000000000,260016981,0639,LARCENY OTHER UNDER $50,2D,PSB,f,t,f,f,f,f,t,f,t,f,f,f,None,None,None,None,t,f,f,f,f,f,f,f,f,f,White,Female,34,False,505,116,t,t,Unknown,None,f,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,None,None,None,None,None,None,None,None,None,None,None,None,None,White,Male,25,2D,f,f,None,None,None,None,None,None,t,None,None,None,None,None,None,t,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,f,f,None,None,,24721,2026-05-16T07:00:28.526666
