__id,reportguid,officerguid,event_date_time,cr_or_event,event_class,event_class_description,district_of_occurrence,bureau,reason_counteract,reason_claim_injury,reason_protective_instrument,reason_firearm_discharge,reason_canine,reason_firearm_accidental,reason_officer_assaulted,reason_pointing,reason_physical_efforts,reason_animal_involved,reason_animalinvolvedhumane,reason_animalinvolvedvicious,animal_type,animaltypeother,animal_force_used,animal_force_used_other,activity_arrest,activity_defend,activity_demo,activity_eep,activity_warrant,activity_transport,activity_stop,activity_investigative,activity_swat_operation,activity_sert_operation,subj_race,subj_gender,subj_age,subj_age_unknown,subj_height,subj_weight,subj_alcohol,subj_drugs,subj_drug_type,subj_drug_type_other,subj_possible_mental_illness,subject_injury_bruise_soreness,subject_injury_broken_bones,subject_injury_laceration,subject_injury_bite,subject_injury_gunshot,subject_injury_taser_mark,suspect_injury_unrelated_to_police,subject_injury_none,subject_treated_decon,subject_treated_firstaid,subject_treated_police_firstaid,subject_treated_ems_firstaid,subject_treated_hospital,subject_treated_refused,subject_treated_none,subj_feet,subj_hands_fists,subj_strike,subj_handgun_pointed,subj_handgun_discharged,subj_knife,subj_oc_aerosol_pointed,subj_oc_aerosol_discharged,subj_shotgun_rifle_pointed,subj_shotgun_rifle_discharged,subj_vehicle,subj_pepperball_pointed,subj_pepperball_discharged,ofc_race,ofc_gender,ofc_age,ofc_district_unit_of_assignment,ofc_assaulted,ofc_ambushed,ofc_injury_bruise_soreness,ofc_injury_broken_bones,ofc_injury_laceration_abrasion,ofc_injury_bite,ofc_injury_gunshot,ofc_injury_taser_mark,ofc_injury_none,ofc_treated_decon,ofc_treated_firstaid,ofc_treated_police_firstaid,ofc_treated_ems_firstaid,ofc_treated_hospital,ofc_treated_refused,ofc_treated_none,ofc_asp,ofc_canine,ofc_cew_pointed,ofc_cew_discharged,ofc_flashlight,ofc_feet,ofc_hands_fists,ofc_strike,ofc_control_technique,ofc_non_compliant_escort,ofc_handgun_pointed,ofc_handgun_discharged,ofc_knife,ofc_oc_aerosol_pointed,ofc_oc_aerosol_discharged,ofc_shotgun_rifle_pointed,ofc_shotgun_rifle_discharged,ofc_vehicle,ofc_pepperball_pointed,ofc_pepperball_discharged,ofc_cew_cartridge,ofc_cew_stun,ofc_cew_point_of_impact,ofc_cew_point_of_impact_2,ofc_cew_of_cartridges,_row_index,_loaded_at
row-2r5k.4645-xsta,472B13FF-2BFB-4126-8265-7C118324C991,39CFF776-62F9-4AFD-A02F-2FCAC8B3E08C,2026/05/05 17:52:00.000000000,260019457,1833,CDS-POSS COCAINE& DERIVATIVES,6D,PSB,f,t,f,f,f,f,f,f,t,f,f,f,None,None,None,None,t,f,f,f,f,f,f,f,f,f,Black,Male,40,False,510,180,f,f,None,None,f,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Unknown,Male,31,6D,f,f,None,None,None,None,None,None,t,None,None,None,None,None,None,t,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,f,f,None,None,,24642,2026-05-13T15:16:42.581319
row-efcq_beag~qeig,EFEDDC16-0746-4F0D-AF4E-71B95145DDD2,1A65BE2A-653C-4FAB-9965-58417794AE27,2026/05/07 04:04:00.000000000,260019684,2942,MENTAL TRANSPORT,6D,PSB,f,f,f,f,f,f,t,f,t,f,f,f,None,None,None,None,f,f,f,t,f,f,f,f,f,f,Black,Male,52,False,510,160,f,t,Other,PCP and Marijuana,t,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,White,Male,34,6D,f,f,None,None,None,None,None,None,t,None,None,None,None,None,None,t,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,f,f,None,None,,24643,2026-05-13T15:16:42.581319
row-uv4d_xqha_47u8,472B13FF-2BFB-4126-8265-7C118324C991,EFC9975D-F9DF-4A21-BE52-4E27E9557630,2026/05/05 17:52:00.000000000,260019457,1833,CDS-POSS COCAINE& DERIVATIVES,6D,PSB,f,t,f,f,f,f,f,f,t,f,f,f,None,None,None,None,t,f,f,f,f,f,f,f,f,f,Black,Male,40,False,510,180,f,f,None,None,f,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,White,Female,26,6D,f,f,None,None,None,None,None,None,t,None,None,None,None,None,None,t,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,f,f,None,None,,24644,2026-05-13T15:16:42.581319
row-f3zr-ca5d.8x2q,472B13FF-2BFB-4126-8265-7C118324C991,51B6C1D9-3949-4027-AFC2-1A3E644F162A,2026/05/05 17:52:00.000000000,260019457,1833,CDS-POSS COCAINE& DERIVATIVES,6D,PSB,f,t,f,f,f,f,f,f,t,f,f,f,None,None,None,None,t,f,f,f,f,f,f,f,f,f,Black,Male,40,False,510,180,f,f,None,None,f,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Unknown,Male,35,6D,f,f,None,None,None,None,None,None,t,None,None,None,None,None,None,t,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,f,f,None,None,,24645,2026-05-13T15:16:42.581319
row-yywe~jfnx~xf7k,524A5DFE-D983-4C28-99D9-7E441BB5C05B,E7304D54-38AA-4F4A-8DD4-4C7CE712AE8D,2026/03/07 17:34:00.000000000,260010173,0822,SIMPLE ASSAULT - PO,1D,PSB,f,f,f,f,f,f,t,f,t,f,f,f,None,None,None,None,t,f,f,f,f,f,f,f,f,f,White,Male,41,False,511,200,f,f,None,None,t,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,White,Male,43,1D,t,f,None,None,None,None,None,None,t,None,None,None,None,None,None,t,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,f,f,None,None,,24646,2026-05-13T15:16:42.581319
row-z35i.g6jy.crs5,EFEDDC16-0746-4F0D-AF4E-71B95145DDD2,1ED72BEF-6AEE-4711-AE2B-2FA3243E6910,2026/05/07 04:04:00.000000000,260019684,2942,MENTAL TRANSPORT,6D,PSB,f,f,f,f,f,f,t,f,t,f,f,f,None,None,None,None,f,f,f,t,f,f,f,f,f,f,Black,Male,52,False,510,160,f,t,Other,PCP and Marijuana,t,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,Hispanic,Male,39,6D,f,f,None,None,None,None,None,None,t,None,None,None,None,None,None,t,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,f,f,None,None,,24647,2026-05-13T15:16:42.581319
row-bnvy.qebk.eqb9,524A5DFE-D983-4C28-99D9-7E441BB5C05B,188D9A71-C68A-458E-A267-6690032E27D7,2026/03/07 17:34:00.000000000,260010173,0822,SIMPLE ASSAULT - PO,1D,PSB,f,f,f,f,f,f,t,f,t,f,f,f,None,None,None,None,t,f,f,f,f,f,f,f,f,f,White,Male,41,False,511,200,f,f,None,None,t,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,White,Male,31,1D,f,f,None,None,None,None,None,None,t,None,None,None,None,None,None,t,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,f,f,None,None,,24648,2026-05-13T15:16:42.581319
row-hfnt_d36b.ekkr,085C366E-F7E5-4DD5-972B-EFF941403AE1,9556A724-722E-41E0-AF7C-04D76DB91B05,2026/04/12 16:55:00.000000000,260015695,2938,POL INFORMATION,1D,PSB,f,f,f,f,f,f,f,f,t,f,f,f,None,None,None,None,f,f,f,t,f,f,f,f,f,f,White,Female,49,False,506,150,f,f,None,None,t,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,Asian,Male,39,1D,f,f,None,None,None,None,None,None,t,None,None,None,None,None,None,t,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,f,f,None,None,,24649,2026-05-13T15:16:42.581319
row-zjby.czzg_95av,45E9E2BC-72FE-4D26-A653-8A497D430BF4,DCFDDB93-1649-455E-94B6-21D0CF23100F,2026/02/11 20:29:00.000000000,P2600042244,3011,DEER DEAD/INJURED ROADWAY,1D,PSB,f,f,f,f,f,f,f,f,f,t,t,f,Deer,None,Handgun,None,f,f,f,f,f,f,f,f,f,f,None,None,,None,,,f,f,None,None,f,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,White,Male,40,1D,f,f,None,None,None,None,None,None,t,None,None,None,None,None,None,t,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,f,f,None,None,,24650,2026-05-13T15:16:42.581319
row-63md_ahqi~22i3,472B13FF-2BFB-4126-8265-7C118324C991,10DA2C47-241F-4E99-BA6C-0462D1F06D5B,2026/05/05 17:52:00.000000000,260019457,1833,CDS-POSS COCAINE& DERIVATIVES,6D,PSB,f,t,f,f,f,f,f,f,t,f,f,f,None,None,None,None,t,f,f,f,f,f,f,f,f,f,Black,Male,40,False,510,180,f,f,None,None,f,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,Hispanic,Female,33,6D,f,f,None,None,None,None,None,None,t,None,None,None,None,None,None,t,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,f,f,None,None,,24651,2026-05-13T15:16:42.581319
